Saiu_da_Empresa;Idade;Frequência de Viagens;Distância_do_trabalho;Formação;E-Sat;Gênero;Estado_Civil;Salário;Qte_Empresas_Trabalhadas;Faz_hora_extras?;Perc_de_aumento;Qte_ações_da_empresa;Tempo_de_carreira;Horas_de_treinamento;Equilibrio_de_Vida;Tempo_de_empresa;Anos_no_mesmo_cargo;Anos_desde_a_ultima_promocao;Anos_com_o_mesmo_chefe
Sim;21;Viaja raramente;7;Ensino Médio;Médio;H;Solteiro;2679;1;Não;13;0;1;3;Muito bom;1;0;1;0
Não;38;Viaja raramente;6;Ensino Técnico;Muito Alto;M;Casado;3702;1;Não;11;1;5;3;Muito bom;5;4;0;4
Sim;22;Viaja raramente;8;Ensino Médio;Alto;M;Casado;2398;1;Sim;17;0;1;6;Muito bom;1;0;0;0
Não;31;Viaja raramente;29;Mestrado;Baixo;M;Casado;5468;1;Não;14;2;13;3;Muito bom;12;7;5;7
Não;51;Viaja raramente;3;Ensino Superior;Baixo;M;Casado;13116;2;Não;11;0;15;2;Muito bom;2;2;2;2
Não;37;Viaja raramente;9;Ensino Técnico;Médio;H;Casado;4189;1;Não;14;2;5;2;Muito bom;5;2;0;3
Não;46;Viaja raramente;2;Mestrado;Alto;H;Divorciado;19328;7;Sim;17;1;24;3;Muito bom;2;1;2;2
Não;36;Viaja raramente;10;Ensino Superior;Muito Alto;H;Casado;8321;7;Sim;13;1;15;1;Muito bom;12;8;5;7
Sim;44;Viaja frequentemente;1;Ensino Técnico;Alto;H;Divorciado;2342;1;Sim;12;3;6;2;Bom;5;3;2;3
Não;37;Viaja raramente;8;Ensino Técnico;Alto;H;Divorciado;4071;2;Não;13;0;19;4;Bom;10;0;4;7
Sim;35;Viaja raramente;27;Ensino Superior;Alto;H;Solteiro;5813;1;Sim;18;0;10;2;Muito bom;10;7;7;7
Não;33;Viaja raramente;8;Mestrado;Muito Alto;H;Casado;3143;6;Não;19;1;14;1;Muito bom;10;8;7;6
Não;28;Viaja raramente;1;Ensino Superior;Alto;H;Casado;2044;1;Não;11;1;5;6;Excelente;5;3;0;3
Não;39;Viaja raramente;10;Ensino Médio;Alto;H;Solteiro;13464;7;Não;21;0;9;3;Muito bom;4;3;2;2
Não;46;Não viaja;26;Ensino Técnico;Médio;H;Solteiro;7991;8;Não;15;0;6;3;Muito bom;2;2;2;2
Não;40;Viaja raramente;2;Ensino Técnico;Alto;M;Casado;3377;4;Não;17;1;7;5;Bom;4;3;0;2
Não;42;Viaja raramente;13;Ensino Superior;Médio;H;Casado;5538;5;Não;18;2;10;2;Bom;0;0;0;0
Não;35;Não viaja;2;Ensino Técnico;Médio;H;Divorciado;5762;2;Não;14;1;15;6;Muito bom;7;7;1;7
Não;38;Não viaja;2;Ensino Superior;Baixo;H;Divorciado;2592;5;Não;13;3;13;3;Muito bom;11;10;3;8
Sim;34;Viaja frequentemente;9;Mestrado;Muito Alto;H;Casado;5346;4;Não;17;1;11;3;Bom;7;1;0;7
Sim;37;Viaja raramente;10;Mestrado;Muito Alto;H;Solteiro;4213;1;Não;15;0;10;4;Ruim;10;3;0;8
Não;39;Viaja frequentemente;20;Ensino Superior;Alto;H;Divorciado;4127;2;Não;18;1;7;6;Muito bom;2;1;2;2
Não;43;Não viaja;9;Ensino Superior;Baixo;H;Solteiro;2438;4;Não;13;0;7;2;Bom;3;2;1;2
Não;41;Viaja raramente;5;Ensino Superior;Médio;H;Solteiro;6870;3;Não;12;0;11;3;Ruim;3;2;1;2
Não;41;Viaja raramente;4;Ensino Médio;Alto;M;Divorciado;10447;0;Sim;13;1;23;3;Excelente;22;14;13;5
Não;30;Viaja raramente;10;Ensino Superior;Baixo;M;Solteiro;9667;9;Não;14;0;9;3;Muito bom;7;7;0;2
Sim;26;Viaja raramente;20;Ensino Técnico;Muito Alto;M;Casado;2148;0;Sim;11;0;6;3;Muito bom;5;1;1;4
Sim;46;Viaja raramente;21;Ensino Técnico;Muito Alto;M;Casado;8926;4;Não;22;1;13;2;Excelente;9;7;3;7
Não;40;Viaja raramente;1;Ensino Superior;Alto;M;Divorciado;6513;4;Não;17;1;12;3;Muito bom;5;3;0;3
Não;34;Viaja raramente;8;Ensino Técnico;Médio;H;Casado;6799;1;Não;21;2;10;5;Muito bom;10;8;4;8
Não;58;Não viaja;2;Ensino Superior;Médio;H;Divorciado;16291;4;Não;22;1;37;0;Bom;16;9;14;14
Não;35;Viaja raramente;23;Mestrado;Médio;H;Casado;2705;0;Não;16;1;6;2;Excelente;5;4;0;3
Não;47;Viaja raramente;4;Ensino Superior;Alto;M;Divorciado;10333;8;Sim;12;1;28;4;Muito bom;22;11;14;10
Não;40;Viaja raramente;12;Ensino Superior;Médio;M;Divorciado;4448;2;Não;12;1;15;3;Muito bom;7;4;7;7
Não;54;Viaja raramente;7;Mestrado;Muito Alto;M;Casado;6854;4;Não;15;1;14;2;Bom;7;1;1;7
Não;31;Viaja frequentemente;7;Mestrado;Baixo;M;Casado;9637;2;Não;14;2;9;3;Muito bom;3;2;2;2
Não;28;Viaja raramente;1;Ensino Superior;Alto;M;Casado;3591;1;Não;25;1;3;3;Muito bom;3;2;1;2
Não;38;Viaja raramente;2;Mestrado;Médio;M;Casado;5405;2;Sim;20;2;20;4;Bom;4;2;0;3
Não;26;Viaja raramente;10;Ensino Superior;Alto;H;Solteiro;4684;1;Não;13;0;5;4;Muito bom;5;3;1;2
Não;58;Viaja frequentemente;15;Mestrado;Baixo;H;Casado;15787;2;Sim;14;0;23;3;Muito bom;2;2;2;2
Não;18;Não viaja;14;Ensino Superior;Médio;M;Solteiro;1514;1;Não;16;0;0;4;Ruim;0;0;0;0
Sim;31;Viaja raramente;18;Doutorado;Muito Alto;H;Casado;2956;0;Não;17;0;2;4;Muito bom;1;0;0;0
Sim;29;Viaja raramente;13;Ensino Superior;Baixo;H;Divorciado;2335;4;Sim;15;3;4;3;Muito bom;2;2;2;0
Não;45;Não viaja;2;Mestrado;Alto;M;Casado;5154;4;Não;22;2;10;3;Excelente;8;7;5;7
Não;36;Viaja raramente;2;Mestrado;Muito Alto;M;Casado;6962;4;Sim;22;1;15;2;Muito bom;1;0;0;0
Não;43;Viaja frequentemente;2;Mestrado;Baixo;H;Casado;5675;1;Não;20;1;7;5;Muito bom;7;7;7;7
Não;27;Viaja frequentemente;5;Ensino Técnico;Muito Alto;M;Solteiro;2379;0;Sim;14;0;6;3;Bom;5;4;0;2
Não;29;Viaja frequentemente;20;Ensino Médio;Muito Alto;H;Casado;3812;1;Não;13;0;11;3;Excelente;11;8;3;10
Não;32;Viaja frequentemente;10;Mestrado;Muito Alto;H;Solteiro;4648;8;Não;13;0;4;2;Excelente;0;0;0;0
Não;42;Não viaja;10;Mestrado;Alto;H;Casado;2936;3;Não;22;2;10;1;Bom;6;3;3;3
Não;47;Viaja raramente;9;Mestrado;Médio;M;Solteiro;2105;4;Não;12;0;7;2;Muito bom;2;2;2;0
Não;46;Viaja raramente;2;Ensino Técnico;Muito Alto;H;Divorciado;8578;3;Não;14;1;12;4;Bom;9;8;4;7
Não;28;Não viaja;1;Ensino Técnico;Alto;H;Divorciado;2706;1;Não;15;1;3;2;Muito bom;3;2;2;2
Não;29;Viaja raramente;29;Ensino Médio;Muito Alto;H;Divorciado;6384;8;Não;17;2;11;3;Muito bom;7;0;1;6
Não;42;Viaja raramente;8;Ensino Superior;Muito Alto;H;Solteiro;3968;4;Não;13;0;8;3;Muito bom;0;0;0;0
Sim;32;Viaja raramente;2;Mestrado;Alto;H;Solteiro;9907;7;Sim;12;0;7;3;Bom;2;2;2;2
Não;46;Viaja raramente;3;Ensino Superior;Baixo;M;Divorciado;13225;2;Não;12;1;25;5;Muito bom;19;17;2;8
Não;27;Viaja raramente;23;Ensino Médio;Médio;M;Casado;3540;1;Não;21;1;9;5;Muito bom;9;8;5;8
Não;29;Viaja raramente;6;Ensino Médio;Muito Alto;H;Casado;2804;1;Não;11;0;1;3;Muito bom;1;0;0;0
Não;43;Viaja raramente;6;Ensino Superior;Baixo;M;Casado;19392;7;Não;13;0;21;2;Muito bom;16;12;6;14
Não;48;Viaja raramente;10;Ensino Superior;Muito Alto;H;Casado;19665;4;Não;12;0;29;3;Muito bom;22;10;12;9
Sim;29;Viaja frequentemente;24;Ensino Técnico;Muito Alto;H;Solteiro;2439;1;Sim;24;0;1;3;Bom;1;0;1;0
Sim;46;Viaja raramente;10;Ensino Superior;Alto;M;Casado;7314;5;Não;21;3;14;2;Muito bom;8;7;0;7
Não;27;Viaja frequentemente;15;Ensino Superior;Muito Alto;M;Casado;4774;0;Não;19;1;8;2;Bom;7;6;7;3
Não;39;Viaja raramente;19;Mestrado;Muito Alto;H;Divorciado;3902;8;Não;14;3;7;2;Muito bom;2;2;2;2
Não;55;Viaja raramente;2;Mestrado;Médio;H;Casado;2662;8;Não;20;1;19;2;Excelente;5;2;0;4
Não;28;Viaja raramente;3;Ensino Superior;Médio;M;Casado;2856;1;Não;19;1;1;3;Muito bom;1;0;0;0
Sim;30;Viaja raramente;9;Ensino Superior;Médio;H;Solteiro;1081;1;Não;13;0;1;3;Bom;1;0;0;0
Sim;22;Viaja raramente;7;Ensino Médio;Muito Alto;H;Solteiro;2472;1;Sim;23;0;1;2;Muito bom;1;0;0;0
Não;36;Viaja raramente;10;Mestrado;Médio;M;Casado;5673;1;Sim;13;1;10;4;Muito bom;10;9;1;7
Não;31;Viaja raramente;20;Ensino Superior;Médio;H;Divorciado;4197;1;Não;11;1;10;2;Muito bom;10;8;0;2
Não;34;Viaja raramente;4;Ensino Superior;Alto;H;Casado;9713;2;Sim;13;3;9;3;Muito bom;5;3;1;0
Não;29;Viaja raramente;7;Ensino Superior;Muito Alto;H;Solteiro;2062;3;Não;14;0;11;2;Muito bom;3;2;1;2
Não;37;Viaja raramente;7;Mestrado;Muito Alto;H;Casado;4284;5;Sim;22;1;16;2;Muito bom;5;3;0;4
Não;35;Viaja raramente;16;Ensino Técnico;Muito Alto;M;Casado;4788;0;Sim;11;0;4;2;Muito bom;3;2;0;2
Não;45;Viaja raramente;25;Ensino Técnico;Médio;M;Casado;5906;0;Não;13;2;10;2;Bom;9;8;3;8
Não;36;Viaja frequentemente;2;Ensino Médio;Médio;H;Solteiro;3886;1;Não;21;0;10;2;Bom;10;1;0;8
Não;40;Viaja raramente;1;Mestrado;Baixo;H;Divorciado;16823;2;Não;11;1;22;3;Muito bom;19;7;11;16
Não;26;Viaja raramente;1;Ensino Técnico;Médio;M;Casado;2933;1;Sim;13;1;1;3;Bom;1;0;1;0
Não;27;Viaja raramente;2;Ensino Técnico;Baixo;M;Solteiro;6500;0;Não;14;0;9;5;Bom;8;7;0;7
Não;48;Viaja frequentemente;22;Ensino Superior;Muito Alto;M;Divorciado;17174;3;Não;11;1;24;3;Muito bom;22;17;4;7
Não;44;Viaja raramente;1;Mestrado;Médio;H;Casado;5033;2;Não;15;1;10;5;Muito bom;2;0;2;2
Sim;34;Não viaja;16;Mestrado;Muito Alto;H;Casado;2307;1;Sim;23;1;5;2;Muito bom;5;2;3;0
Sim;56;Viaja raramente;24;Ensino Técnico;Baixo;H;Solteiro;2587;1;Não;16;0;5;3;Muito bom;4;2;1;0
Não;36;Viaja raramente;17;Ensino Técnico;Alto;H;Casado;5507;2;Não;16;2;12;1;Ruim;4;2;1;3
Não;41;Viaja raramente;8;Ensino Superior;Alto;M;Casado;4393;5;Não;21;1;14;3;Muito bom;5;4;1;4
Não;42;Viaja raramente;6;Ensino Superior;Alto;H;Casado;13348;9;Não;13;1;18;3;Excelente;13;7;5;7
Não;31;Viaja raramente;10;Ensino Técnico;Alto;M;Divorciado;6583;2;Sim;11;1;8;2;Muito bom;5;2;1;4
Não;34;Viaja raramente;3;Ensino Médio;Muito Alto;M;Casado;8103;3;Sim;12;0;9;3;Bom;4;2;0;1
Não;31;Viaja raramente;4;Ensino Superior;Baixo;M;Divorciado;3978;8;Não;12;1;4;0;Bom;2;2;2;2
Não;26;Viaja frequentemente;6;Ensino Superior;Alto;H;Casado;2544;0;Não;18;1;8;3;Muito bom;7;7;7;7
Não;45;Viaja frequentemente;1;Mestrado;Médio;H;Solteiro;5399;4;Não;12;0;12;3;Muito bom;4;2;0;3
Não;33;Viaja raramente;10;Mestrado;Médio;H;Solteiro;5487;1;Não;14;0;10;2;Bom;10;4;0;9
Não;28;Viaja frequentemente;1;Ensino Técnico;Alto;H;Casado;6834;1;Sim;12;1;7;2;Muito bom;7;7;0;7
Sim;29;Viaja frequentemente;24;Ensino Superior;Alto;H;Solteiro;1091;1;Não;17;0;1;3;Muito bom;1;0;0;0
Não;39;Não viaja;21;Mestrado;Baixo;M;Casado;5736;6;Não;19;1;10;1;Muito bom;3;2;1;2
Não;27;Viaja raramente;2;Mestrado;Médio;H;Casado;2226;1;Não;11;1;6;3;Bom;5;3;1;2
Não;34;Viaja frequentemente;22;Mestrado;Alto;H;Casado;5747;1;Sim;15;0;16;3;Muito bom;15;10;6;11
Sim;28;Viaja raramente;13;Ensino Técnico;Muito Alto;M;Solteiro;9854;3;Sim;11;0;6;0;Muito bom;2;0;2;2
Não;47;Não viaja;14;Mestrado;Alto;H;Casado;5467;8;Não;18;1;16;4;Excelente;8;7;1;7
Não;56;Viaja raramente;11;Doutorado;Muito Alto;M;Casado;5380;4;Não;16;1;6;3;Muito bom;0;0;0;0
Não;39;Viaja raramente;9;Ensino Técnico;Baixo;H;Casado;5151;1;Não;25;1;10;3;Muito bom;10;0;7;9
Não;38;Viaja frequentemente;8;Ensino Superior;Muito Alto;M;Divorciado;2133;1;Sim;16;1;20;3;Muito bom;20;11;0;7
Não;58;Viaja raramente;21;Ensino Superior;Muito Alto;M;Casado;17875;4;Sim;13;1;29;2;Bom;1;0;0;0
Sim;32;Viaja frequentemente;5;Ensino Técnico;Baixo;M;Solteiro;2432;3;Sim;14;0;8;2;Muito bom;4;1;0;3
Não;38;Viaja raramente;9;Ensino Técnico;Médio;H;Divorciado;4771;2;Não;19;2;10;0;Excelente;5;2;0;3
Não;49;Viaja frequentemente;2;Ensino Médio;Médio;H;Casado;19161;3;Não;15;0;28;3;Muito bom;5;4;4;3
Não;42;Viaja raramente;12;Mestrado;Médio;H;Divorciado;5087;3;Sim;12;2;14;4;Muito bom;0;0;0;0
Sim;27;Viaja frequentemente;22;Ensino Superior;Baixo;M;Casado;2863;1;Não;12;0;1;2;Muito bom;1;0;0;0
Não;35;Viaja raramente;18;Mestrado;Médio;H;Casado;5561;0;Não;16;1;6;2;Ruim;5;3;0;4
Não;28;Não viaja;16;Ensino Superior;Alto;H;Solteiro;2144;1;Não;14;0;5;3;Bom;5;3;1;4
Não;31;Não viaja;3;Ensino Técnico;Alto;H;Divorciado;3065;1;Sim;13;1;4;3;Excelente;4;2;2;3
Não;36;Não viaja;9;Mestrado;Baixo;H;Casado;2810;1;Não;22;0;5;3;Muito bom;5;4;0;2
Não;34;Viaja raramente;1;Ensino Superior;Baixo;H;Solteiro;9888;1;Não;21;0;14;3;Bom;14;8;2;1
Não;34;Viaja raramente;13;Mestrado;Muito Alto;H;Divorciado;8628;1;Não;18;1;9;2;Bom;8;7;1;1
Não;26;Viaja raramente;1;Ensino Superior;Alto;H;Solteiro;2867;0;Não;13;0;8;6;Bom;7;7;7;6
Não;29;Viaja raramente;1;Ensino Superior;Baixo;H;Casado;5373;0;Não;12;1;6;5;Bom;5;3;0;2
Não;32;Não viaja;15;Mestrado;Alto;M;Divorciado;6667;5;Não;18;1;9;6;Muito bom;5;1;1;2
Não;31;Viaja frequentemente;1;Ensino Superior;Muito Alto;H;Casado;5003;1;Não;21;0;10;6;Muito bom;10;8;8;7
Sim;28;Viaja raramente;17;Ensino Superior;Alto;H;Divorciado;2367;5;Não;12;1;6;2;Bom;4;1;0;3
Não;38;Viaja raramente;1;Ensino Superior;Baixo;H;Solteiro;2858;4;Não;14;0;20;3;Bom;1;0;0;0
Não;35;Viaja raramente;7;Mestrado;Alto;M;Casado;5204;1;Sim;11;0;10;2;Muito bom;10;8;0;9
Não;27;Viaja raramente;9;Ensino Superior;Muito Alto;H;Solteiro;4105;1;Não;14;0;7;5;Muito bom;7;7;0;7
Não;32;Viaja raramente;5;Mestrado;Muito Alto;H;Solteiro;9679;8;Não;24;0;8;1;Muito bom;1;0;0;0
Sim;31;Viaja frequentemente;26;Mestrado;Baixo;H;Casado;5617;1;Sim;11;0;10;4;Muito bom;10;7;0;8
Sim;53;Viaja raramente;24;Mestrado;Baixo;H;Solteiro;10448;6;Sim;13;0;15;2;Bom;2;2;2;2
Não;54;Viaja raramente;9;Ensino Técnico;Baixo;M;Casado;2897;3;Não;11;2;9;6;Bom;4;3;2;3
Não;33;Viaja frequentemente;7;Ensino Técnico;Muito Alto;H;Divorciado;5968;1;Não;20;3;9;2;Muito bom;9;7;2;8
Não;43;Viaja raramente;11;Ensino Superior;Baixo;H;Casado;7510;1;Não;17;1;10;1;Muito bom;10;9;0;9
Não;38;Viaja frequentemente;1;Mestrado;Muito Alto;H;Casado;2991;0;Sim;11;1;7;2;Muito bom;6;2;1;2
Não;55;Viaja raramente;26;Mestrado;Alto;H;Casado;19636;4;Sim;18;1;35;0;Muito bom;10;9;1;4
Não;31;Viaja raramente;2;Ensino Médio;Muito Alto;M;Divorciado;1129;1;Sim;11;3;1;4;Muito bom;1;0;0;0
Não;39;Viaja raramente;15;Mestrado;Médio;H;Solteiro;13341;0;Não;12;0;21;3;Muito bom;20;8;11;10
Não;42;Não viaja;23;Ensino Técnico;Muito Alto;H;Solteiro;4332;1;Não;12;0;20;2;Muito bom;20;9;3;7
Não;31;Não viaja;10;Ensino Superior;Alto;M;Casado;11031;4;Não;20;1;13;2;Excelente;11;7;4;8
Não;54;Viaja raramente;10;Ensino Superior;Alto;M;Solteiro;4440;6;Sim;19;0;9;3;Muito bom;5;2;1;4
Não;24;Viaja raramente;1;Ensino Técnico;Médio;H;Solteiro;4617;1;Não;12;0;4;2;Bom;4;3;1;2
Não;23;Viaja raramente;12;Ensino Técnico;Muito Alto;H;Solteiro;2647;1;Não;13;0;5;6;Excelente;5;2;1;4
Não;40;Viaja frequentemente;11;Ensino Superior;Muito Alto;M;Casado;6323;1;Não;11;1;10;2;Excelente;10;9;9;4
Não;40;Viaja raramente;2;Ensino Técnico;Médio;M;Casado;5677;3;Não;14;1;15;4;Muito bom;11;8;5;10
Não;25;Viaja raramente;2;Ensino Superior;Alto;M;Casado;2187;4;Não;14;0;6;3;Muito bom;2;0;1;2
Não;30;Viaja raramente;1;Ensino Técnico;Muito Alto;H;Casado;3748;1;Não;13;0;12;6;Bom;12;8;1;7
Não;25;Viaja raramente;2;Ensino Médio;Muito Alto;H;Divorciado;3977;6;Sim;19;1;7;2;Bom;2;2;0;2
Não;47;Viaja raramente;25;Ensino Superior;Baixo;H;Solteiro;8633;2;Não;23;0;25;3;Muito bom;17;14;12;11
Não;33;Não viaja;1;Ensino Técnico;Médio;H;Divorciado;2008;1;Não;12;3;1;2;Bom;1;1;0;0
Não;38;Viaja raramente;1;Mestrado;Muito Alto;H;Casado;4440;0;Não;15;2;16;3;Muito bom;15;13;5;8
Não;31;Viaja raramente;2;Ensino Técnico;Baixo;H;Casado;3067;0;Não;19;1;3;1;Muito bom;2;2;1;2
Não;38;Viaja frequentemente;6;Mestrado;Baixo;H;Casado;5321;2;Não;11;1;10;1;Muito bom;8;3;7;7
Não;42;Viaja raramente;18;Mestrado;Muito Alto;H;Divorciado;5410;6;Sim;17;1;9;3;Bom;4;3;1;2
Não;41;Viaja raramente;1;Ensino Superior;Muito Alto;H;Casado;2782;3;Não;22;1;12;3;Muito bom;5;3;1;0
Não;47;Não viaja;1;Ensino Médio;Alto;M;Casado;11957;0;Não;18;2;14;3;Ruim;13;8;5;12
Não;35;Viaja raramente;11;Mestrado;Muito Alto;H;Casado;2660;7;Sim;11;1;5;3;Muito bom;2;2;2;2
Não;22;Viaja raramente;1;Ensino Técnico;Muito Alto;H;Solteiro;3375;0;Não;12;0;4;2;Excelente;3;2;1;2
Não;35;Viaja raramente;9;Mestrado;Médio;H;Solteiro;5098;1;Não;19;0;10;5;Muito bom;10;7;0;8
Não;33;Viaja raramente;15;Ensino Técnico;Médio;M;Casado;4878;0;Sim;13;1;10;6;Muito bom;9;7;8;1
Não;32;Viaja raramente;29;Mestrado;Alto;M;Solteiro;2837;1;Não;13;0;6;3;Muito bom;6;2;4;1
Não;40;Viaja raramente;1;Mestrado;Baixo;H;Casado;2406;8;Não;19;2;8;3;Bom;1;0;0;0
Não;32;Viaja raramente;1;Mestrado;Médio;H;Casado;2269;0;Não;14;1;3;2;Muito bom;2;2;2;2
Não;39;Viaja raramente;24;Ensino Médio;Baixo;H;Solteiro;4108;7;Não;13;0;18;2;Muito bom;7;7;1;7
Não;38;Viaja raramente;10;Ensino Superior;Médio;M;Casado;13206;3;Não;12;1;20;3;Muito bom;18;16;1;11
Não;32;Viaja raramente;1;Mestrado;Alto;M;Casado;10422;1;Não;19;2;14;3;Muito bom;14;10;5;7
Não;37;Viaja raramente;10;Ensino Superior;Alto;M;Casado;13744;1;Sim;25;1;16;2;Muito bom;16;11;6;8
Não;25;Viaja raramente;8;Ensino Técnico;Baixo;M;Divorciado;4907;0;Sim;22;1;6;3;Bom;5;3;0;4
Não;52;Não viaja;29;Mestrado;Baixo;H;Divorciado;3482;2;Não;15;2;16;3;Bom;9;8;0;0
Não;44;Viaja raramente;1;Ensino Superior;Médio;H;Solteiro;2436;6;Sim;12;0;6;2;Muito bom;4;3;1;2
Não;21;Viaja raramente;5;Ensino Médio;Alto;H;Solteiro;2380;1;Sim;11;0;2;6;Muito bom;2;2;1;2
Não;39;Não viaja;9;Ensino Superior;Muito Alto;H;Solteiro;19431;2;Não;13;0;21;3;Bom;6;0;1;3
Sim;23;Viaja frequentemente;9;Ensino Superior;Muito Alto;H;Casado;1790;1;Não;19;1;1;3;Bom;1;0;1;0
Não;36;Viaja raramente;3;Ensino Superior;Baixo;M;Casado;7644;0;Não;19;2;10;2;Muito bom;9;7;3;4
Não;36;Viaja frequentemente;4;Ensino Técnico;Muito Alto;M;Divorciado;5131;7;Não;13;3;18;3;Muito bom;4;2;0;2
Não;56;Não viaja;1;Mestrado;Alto;H;Divorciado;6306;1;Não;21;1;13;2;Bom;13;12;1;9
Sim;29;Viaja raramente;1;Mestrado;Baixo;H;Casado;4787;9;Sim;14;3;4;3;Excelente;2;2;2;2
Não;42;Viaja raramente;2;Ensino Superior;Baixo;H;Casado;18880;5;Não;11;0;24;2;Bom;22;6;4;14
Sim;56;Viaja raramente;7;Ensino Técnico;Muito Alto;H;Casado;2339;8;Não;11;1;14;4;Ruim;10;9;9;8
Não;41;Viaja raramente;28;Mestrado;Baixo;M;Casado;13570;0;Não;23;1;21;3;Muito bom;20;7;0;10
Não;34;Viaja raramente;28;Ensino Superior;Muito Alto;M;Casado;6712;1;Não;21;2;8;2;Muito bom;8;7;1;7
Não;36;Não viaja;15;Mestrado;Muito Alto;H;Divorciado;5406;1;Não;24;1;15;4;Bom;15;12;11;11
Não;41;Viaja raramente;3;Ensino Superior;Alto;H;Divorciado;8938;2;Não;11;1;14;5;Muito bom;5;4;0;4
Não;32;Viaja raramente;2;Ensino Superior;Muito Alto;H;Solteiro;2439;1;Não;14;0;4;4;Muito bom;4;2;1;2
Não;35;Viaja raramente;26;Mestrado;Alto;M;Solteiro;8837;1;Sim;16;0;9;2;Muito bom;9;0;1;7
Não;38;Viaja raramente;10;Ensino Técnico;Baixo;M;Casado;5343;1;Não;11;1;10;1;Muito bom;10;7;1;9
Sim;50;Viaja frequentemente;1;Mestrado;Médio;H;Divorciado;6728;7;Não;12;2;12;3;Muito bom;6;3;0;1
Não;36;Viaja raramente;11;Mestrado;Médio;M;Casado;6652;4;Não;13;1;8;2;Bom;6;3;0;0
Não;45;Viaja raramente;20;Ensino Superior;Muito Alto;M;Solteiro;4850;8;Não;15;0;8;3;Muito bom;5;3;0;1
Não;40;Viaja raramente;2;Mestrado;Alto;H;Solteiro;2809;2;Não;14;0;8;2;Muito bom;2;2;2;2
Não;35;Viaja frequentemente;18;Mestrado;Alto;H;Casado;5689;1;Sim;14;2;10;2;Excelente;10;2;0;2
Não;40;Viaja raramente;2;Mestrado;Alto;M;Casado;2001;2;Não;14;3;20;2;Muito bom;5;3;0;2
Não;35;Viaja raramente;1;Mestrado;Alto;M;Casado;2977;1;Não;12;1;4;5;Muito bom;4;3;1;1
Não;29;Viaja raramente;13;Ensino Técnico;Muito Alto;H;Casado;4025;4;Sim;13;1;10;2;Muito bom;4;3;0;3
Não;29;Viaja raramente;28;Mestrado;Muito Alto;M;Solteiro;3785;1;Não;14;0;5;3;Ruim;5;4;0;4
Sim;50;Viaja raramente;28;Ensino Superior;Muito Alto;H;Divorciado;10854;4;Sim;13;1;20;3;Muito bom;3;2;2;0
Não;39;Viaja raramente;24;Ensino Médio;Médio;M;Casado;12031;0;Não;11;1;21;2;Bom;20;9;9;6
Não;31;Não viaja;5;Ensino Superior;Médio;H;Solteiro;9936;0;Não;19;0;10;2;Muito bom;9;4;1;7
Não;26;Viaja raramente;5;Ensino Superior;Muito Alto;M;Solteiro;2966;0;Não;18;0;5;2;Muito bom;4;2;0;0
Não;36;Viaja frequentemente;23;Ensino Técnico;Alto;H;Casado;2571;4;Não;17;1;17;3;Muito bom;5;2;0;3
Não;39;Viaja raramente;6;Ensino Médio;Muito Alto;H;Casado;9991;4;Não;15;1;9;5;Muito bom;7;7;1;7
Não;27;Viaja raramente;4;Ensino Superior;Médio;H;Casado;6142;1;Sim;20;1;6;0;Muito bom;6;2;0;3
Não;49;Viaja frequentemente;2;Ensino Superior;Muito Alto;H;Casado;5390;2;Não;14;0;17;3;Bom;9;6;0;8
Não;34;Viaja raramente;8;Ensino Superior;Médio;H;Casado;4404;2;Não;12;0;6;3;Excelente;4;3;1;2
